gene	RCP	LCP
ENSG00000129235	  0.000	  0.001
ENSG00000196593	  0.001	  0.001
ENSG00000269887	  0.000	  0.001
ENSG00000265554	  0.000	  0.001
ENSG00000170909	  0.000	  0.001
ENSG00000249306	  0.000	  0.001
ENSG00000143318	  0.000	  0.001
ENSG00000269102	  0.000	  0.001
ENSG00000170873	  0.000	  0.001
ENSG00000151572	  0.000	  0.001
ENSG00000142166	  0.000	  0.001
ENSG00000139193	  0.000	  0.001
ENSG00000180535	  0.000	  0.001
ENSG00000164736	  0.000	  0.001
ENSG00000197405	  0.000	  0.001
ENSG00000166670	  0.000	  0.001
ENSG00000259129	  0.001	  0.001
ENSG00000225578	  0.001	  0.001
ENSG00000279373	  0.000	  0.001
ENSG00000263164	  0.000	  0.001
ENSG00000203896	  0.000	  0.001
ENSG00000269054	  0.000	  0.001
ENSG00000211966	  0.000	  0.001
ENSG00000103550	  0.000	  0.001
ENSG00000272425	  0.000	  0.001
ENSG00000144645	  0.000	  0.001
ENSG00000112246	  0.000	  0.001
ENSG00000198574	  0.000	  0.001
ENSG00000240436	  0.000	  0.001
ENSG00000100053	  0.000	  0.001
ENSG00000140675	  0.000	  0.001
ENSG00000275910	  0.001	  0.001
ENSG00000250608	  0.000	  0.001
ENSG00000180828	  0.000	  0.001
ENSG00000144741	  0.000	  0.001
ENSG00000164070	  0.001	  0.001
ENSG00000227986	  0.001	  0.001
ENSG00000260097	  0.000	  0.001
ENSG00000242779	  0.000	  0.001
ENSG00000105835	  0.000	  0.001
ENSG00000236409	  0.001	  0.001
ENSG00000074935	  0.000	  0.001
ENSG00000224986	  0.000	  0.001
ENSG00000135048	  0.000	  0.001
ENSG00000165646	  0.001	  0.001
ENSG00000276702	  0.000	  0.001
ENSG00000235602	  0.000	  0.001
ENSG00000254251	  0.000	  0.001
ENSG00000132334	  0.000	  0.001
ENSG00000226711	  0.000	  0.001
ENSG00000148357	  0.000	  0.001
ENSG00000269637	  0.000	  0.001
ENSG00000136802	  0.000	  0.001
ENSG00000261302	  0.000	  0.001
ENSG00000109466	  0.000	  0.001
ENSG00000166352	  0.000	  0.001
ENSG00000259802	  0.000	  0.001
ENSG00000280088	  0.000	  0.001
ENSG00000107130	  0.000	  0.001
ENSG00000130717	  0.000	  0.001
ENSG00000234661	  0.000	  0.001
ENSG00000148346	  0.000	  0.001
ENSG00000234432	  0.000	  0.001
ENSG00000197872	  0.000	  0.001
ENSG00000171161	  0.000	  0.001
ENSG00000163040	  0.000	  0.001
ENSG00000141497	  0.000	  0.001
ENSG00000226699	  0.000	  0.001
ENSG00000203724	  0.001	  0.001
ENSG00000204187	  0.000	  0.001
ENSG00000064655	  0.000	  0.001
ENSG00000170962	  0.000	  0.001
ENSG00000095464	  0.000	  0.001
ENSG00000179082	  0.001	  0.001
ENSG00000072694	  0.000	  0.001
ENSG00000259433	  0.000	  0.001
ENSG00000273402	  0.000	  0.001
ENSG00000101680	  0.000	  0.001
ENSG00000179674	  0.000	  0.001
ENSG00000227827	  0.000	  0.001
ENSG00000273311	  0.000	  0.001
ENSG00000167523	  0.001	  0.001
ENSG00000274512	  0.000	  0.001
ENSG00000187175	  0.000	  0.001
ENSG00000106829	  0.000	  0.001
ENSG00000115904	  0.000	  0.001
ENSG00000273749	  0.000	  0.001
ENSG00000230177	  0.000	  0.001
ENSG00000253570	  0.001	  0.001
ENSG00000135362	  0.000	  0.001
ENSG00000254560	  0.000	  0.001
ENSG00000174804	  0.000	  0.001
ENSG00000152767	  0.000	  0.001
ENSG00000185267	  0.000	  0.001
ENSG00000259032	  0.000	  0.001
ENSG00000224356	  0.000	  0.001
ENSG00000086232	  0.000	  0.001
ENSG00000214146	  0.000	  0.001
ENSG00000276772	  0.000	  0.001
ENSG00000214688	  0.000	  0.001
ENSG00000113657	  0.000	  0.001
ENSG00000180626	  0.000	  0.001
ENSG00000168679	  0.000	  0.001
ENSG00000011600	  0.000	  0.001
ENSG00000140025	  0.000	  0.001
ENSG00000188176	  0.000	  0.001
ENSG00000170209	  0.000	  0.001
ENSG00000277778	  0.000	  0.001
ENSG00000205838	  0.000	  0.001
ENSG00000143258	  0.000	  0.001
ENSG00000255189	  0.000	  0.001
ENSG00000149357	  0.000	  0.001
ENSG00000164924	  0.000	  0.001
ENSG00000100288	  0.000	  0.001
ENSG00000105486	  0.000	  0.001
ENSG00000263968	  0.000	  0.001
ENSG00000173905	  0.000	  0.001
ENSG00000111671	  0.000	  0.001
ENSG00000241157	  0.000	  0.000
ENSG00000235605	  0.000	  0.000
ENSG00000065325	  0.000	  0.000
ENSG00000111678	  0.000	  0.000
ENSG00000108061	  0.000	  0.000
ENSG00000198074	  0.000	  0.000
ENSG00000272804	  0.000	  0.000
ENSG00000164182	  0.000	  0.000
ENSG00000258044	  0.000	  0.000
ENSG00000215712	  0.000	  0.000
ENSG00000233411	  0.000	  0.000
ENSG00000256087	  0.000	  0.000
ENSG00000224078	  0.000	  0.000
ENSG00000108055	  0.000	  0.000
ENSG00000137766	  0.000	  0.000
ENSG00000223361	  0.000	  0.000
ENSG00000251584	  0.000	  0.000
ENSG00000164604	  0.000	  0.000
ENSG00000231310	  0.000	  0.000
ENSG00000125247	  0.000	  0.000
ENSG00000261173	  0.000	  0.000
ENSG00000163207	  0.000	  0.000
ENSG00000178127	  0.000	  0.000
ENSG00000148337	  0.000	  0.000
ENSG00000120156	  0.000	  0.000
ENSG00000275302	  0.000	  0.000
ENSG00000226220	  0.000	  0.000
ENSG00000259081	  0.000	  0.000
ENSG00000145777	  0.000	  0.000
ENSG00000143578	  0.000	  0.000
ENSG00000228444	  0.000	  0.000
ENSG00000088035	  0.000	  0.000
ENSG00000235330	  0.000	  0.000
ENSG00000019169	  0.000	  0.000
ENSG00000183741	  0.000	  0.000
ENSG00000124171	  0.000	  0.000
ENSG00000235597	  0.000	  0.000
ENSG00000233084	  0.000	  0.000
ENSG00000100450	  0.000	  0.000
ENSG00000196705	  0.000	  0.000
ENSG00000130590	  0.000	  0.000
ENSG00000155849	  0.000	  0.000
ENSG00000245080	  0.000	  0.000
ENSG00000232303	  0.000	  0.000
ENSG00000145725	  0.000	  0.000
ENSG00000280620	  0.000	  0.000
ENSG00000185670	  0.000	  0.000
ENSG00000163728	  0.000	  0.000
ENSG00000161905	  0.000	  0.000
ENSG00000187223	  0.000	  0.000
ENSG00000116729	  0.000	  0.000
ENSG00000228238	  0.000	  0.000
ENSG00000284070	  0.000	  0.000
ENSG00000103264	  0.000	  0.000
ENSG00000096968	  0.000	  0.000
ENSG00000167653	  0.000	  0.000
ENSG00000065000	  0.000	  0.000
ENSG00000154822	  0.000	  0.000
ENSG00000197635	  0.000	  0.000
ENSG00000136560	  0.000	  0.000
ENSG00000204514	  0.000	  0.000
ENSG00000197608	  0.000	  0.000
ENSG00000089012	  0.000	  0.000
ENSG00000005249	  0.000	  0.000
ENSG00000175600	  0.000	  0.000
ENSG00000211662	  0.000	  0.000
ENSG00000136717	  0.000	  0.000
ENSG00000108064	  0.000	  0.000
ENSG00000110422	  0.000	  0.000
ENSG00000134986	  0.000	  0.000
ENSG00000137992	  0.000	  0.000
ENSG00000087250	  0.000	  0.000
ENSG00000132952	  0.000	  0.000
ENSG00000164576	  0.000	  0.000
ENSG00000232858	  0.000	  0.000
ENSG00000268970	  0.000	  0.000
ENSG00000244256	  0.000	  0.000
ENSG00000159307	  0.000	  0.000
ENSG00000227879	  0.000	  0.000
ENSG00000107018	  0.000	  0.000
ENSG00000203280	  0.000	  0.000
ENSG00000055147	  0.000	  0.000
ENSG00000196407	  0.000	  0.000
ENSG00000240342	  0.000	  0.000
ENSG00000109133	  0.000	  0.000
ENSG00000080819	  0.000	  0.000
ENSG00000227218	  0.000	  0.000
ENSG00000164920	  0.000	  0.000
ENSG00000166394	  0.000	  0.000
ENSG00000177302	  0.000	  0.000
ENSG00000165828	  0.000	  0.000
ENSG00000188581	  0.000	  0.000
ENSG00000186918	  0.000	  0.000
ENSG00000214203	  0.000	  0.000
ENSG00000239961	  0.000	  0.000
ENSG00000244161	  0.000	  0.000
ENSG00000185477	  0.000	  0.000
ENSG00000160563	  0.000	  0.000
ENSG00000181778	  0.000	  0.000
ENSG00000088451	  0.000	  0.000
ENSG00000121879	  0.000	  0.000
ENSG00000196074	  0.000	  0.000
ENSG00000229153	  0.000	  0.000
ENSG00000231784	  0.000	  0.000
ENSG00000164023	  0.000	  0.000
ENSG00000260790	  0.000	  0.000
ENSG00000164284	  0.000	  0.000
ENSG00000176454	  0.000	  0.000
ENSG00000141367	  0.000	  0.000
ENSG00000187735	  0.000	  0.000
ENSG00000075884	  0.000	  0.000
ENSG00000115944	  0.000	  0.000
ENSG00000061938	  0.000	  0.000
ENSG00000172985	  0.000	  0.000
ENSG00000163320	  0.000	  0.000
ENSG00000175287	  0.000	  0.000
ENSG00000136830	  0.000	  0.000
ENSG00000166068	  0.000	  0.000
ENSG00000275765	  0.000	  0.000
ENSG00000105136	  0.000	  0.000
ENSG00000236762	  0.000	  0.000
ENSG00000266680	  0.000	  0.000
ENSG00000231889	  0.000	  0.000
ENSG00000102970	  0.000	  0.000
ENSG00000138081	  0.000	  0.000
ENSG00000228606	  0.000	  0.000
ENSG00000128641	  0.000	  0.000
ENSG00000203685	  0.000	  0.000
ENSG00000274808	  0.000	  0.000
ENSG00000174473	  0.000	  0.000
ENSG00000270607	  0.000	  0.000
ENSG00000156282	  0.000	  0.000
ENSG00000154845	  0.000	  0.000
ENSG00000134256	  0.000	  0.000
ENSG00000143621	  0.000	  0.000
ENSG00000176248	  0.000	  0.000
ENSG00000260545	  0.000	  0.000
ENSG00000206384	  0.000	  0.000
ENSG00000083812	  0.000	  0.000
ENSG00000269825	  0.000	  0.000
ENSG00000180767	  0.000	  0.000
ENSG00000111325	  0.000	  0.000
ENSG00000257621	  0.000	  0.000
ENSG00000105698	  0.000	  0.000
ENSG00000279214	  0.000	  0.000
ENSG00000158711	  0.000	  0.000
ENSG00000251429	  0.000	  0.000
ENSG00000251632	  0.000	  0.000
ENSG00000278615	  0.000	  0.000
ENSG00000256043	  0.000	  0.000
ENSG00000231741	  0.000	  0.000
ENSG00000213700	  0.000	  0.000
ENSG00000228127	  0.000	  0.000
ENSG00000152223	  0.000	  0.000
ENSG00000136521	  0.000	  0.000
ENSG00000110274	  0.000	  0.000
ENSG00000111860	  0.000	  0.000
ENSG00000258424	  0.000	  0.000
ENSG00000143933	  0.000	  0.000
ENSG00000122873	  0.000	  0.000
ENSG00000143520	  0.000	  0.000
ENSG00000271573	  0.000	  0.000
ENSG00000108387	  0.000	  0.000
ENSG00000112245	  0.000	  0.000
ENSG00000207523	  0.000	  0.000
ENSG00000071073	  0.000	  0.000
ENSG00000125869	  0.000	  0.000
ENSG00000125952	  0.000	  0.000
ENSG00000151893	  0.000	  0.000
ENSG00000189171	  0.000	  0.000
ENSG00000148344	  0.000	  0.000
ENSG00000257151	  0.000	  0.000
ENSG00000130270	  0.000	  0.000
ENSG00000220848	  0.000	  0.000
ENSG00000141655	  0.000	  0.000
ENSG00000266094	  0.000	  0.000
ENSG00000138400	  0.000	  0.000
ENSG00000132849	  0.000	  0.000
ENSG00000134874	  0.000	  0.000
ENSG00000185904	  0.000	  0.000
ENSG00000143862	  0.000	  0.000
ENSG00000276251	  0.000	  0.000
ENSG00000260070	  0.000	  0.000
ENSG00000116194	  0.000	  0.000
ENSG00000162734	  0.000	  0.000
ENSG00000121413	  0.000	  0.000
ENSG00000132677	  0.000	  0.000
ENSG00000179909	  0.000	  0.000
ENSG00000256340	  0.000	  0.000
ENSG00000213109	  0.000	  0.000
ENSG00000279881	  0.000	  0.000
ENSG00000279127	  0.000	  0.000
ENSG00000245748	  0.000	  0.000
ENSG00000186583	  0.000	  0.000
ENSG00000177842	  0.000	  0.000
ENSG00000007062	  0.000	  0.000
ENSG00000157510	  0.000	  0.000
ENSG00000120217	  0.000	  0.000
ENSG00000262228	  0.000	  0.000
ENSG00000100714	  0.000	  0.000
ENSG00000167779	  0.000	  0.000
ENSG00000028203	  0.000	  0.000
ENSG00000197977	  0.000	  0.000
ENSG00000182247	  0.000	  0.000
ENSG00000171169	  0.000	  0.000
ENSG00000107242	  0.000	  0.000
ENSG00000182326	  0.000	  0.000
ENSG00000115718	  0.000	  0.000
ENSG00000136811	  0.000	  0.000
ENSG00000205336	  0.000	  0.000
ENSG00000242474	  0.000	  0.000
ENSG00000134321	  0.000	  0.000
ENSG00000227449	  0.000	  0.000
ENSG00000143450	  0.000	  0.000
ENSG00000271424	  0.000	  0.000
ENSG00000204370	  0.000	  0.000
ENSG00000198854	  0.000	  0.000
ENSG00000250771	  0.000	  0.000
ENSG00000197641	  0.000	  0.000
ENSG00000134077	  0.000	  0.000
ENSG00000273173	  0.000	  0.000
ENSG00000023287	  0.000	  0.000
ENSG00000169469	  0.000	  0.000
ENSG00000267774	  0.000	  0.000
ENSG00000159403	  0.000	  0.000
ENSG00000132694	  0.000	  0.000
ENSG00000284237	  0.000	  0.000
ENSG00000143995	  0.000	  0.000
ENSG00000143248	  0.000	  0.000
ENSG00000234459	  0.000	  0.000
ENSG00000226054	  0.000	  0.000
ENSG00000175161	  0.000	  0.000
ENSG00000164124	  0.000	  0.000
ENSG00000229035	  0.000	  0.000
ENSG00000129437	  0.000	  0.000
ENSG00000272854	  0.000	  0.000
ENSG00000152443	  0.000	  0.000
ENSG00000279933	  0.000	  0.000
ENSG00000100522	  0.000	  0.000
ENSG00000237418	  0.000	  0.000
ENSG00000106714	  0.000	  0.000
ENSG00000111788	  0.000	  0.000
ENSG00000255491	  0.000	  0.000
ENSG00000170161	  0.000	  0.000
ENSG00000102471	  0.000	  0.000
ENSG00000273474	  0.000	  0.000
ENSG00000139289	  0.000	  0.000
ENSG00000169925	  0.000	  0.000
ENSG00000274026	  0.000	  0.000
ENSG00000170153	  0.000	  0.000
ENSG00000136807	  0.000	  0.000
ENSG00000134259	  0.000	  0.000
ENSG00000183784	  0.000	  0.000
ENSG00000271833	  0.000	  0.000
ENSG00000184203	  0.000	  0.000
ENSG00000184319	  0.000	  0.000
ENSG00000229660	  0.000	  0.000
ENSG00000123143	  0.000	  0.000
ENSG00000081019	  0.000	  0.000
ENSG00000166573	  0.000	  0.000
ENSG00000269473	  0.000	  0.000
ENSG00000169490	  0.000	  0.000
ENSG00000230555	  0.000	  0.000
ENSG00000197632	  0.000	  0.000
ENSG00000277151	  0.000	  0.000
ENSG00000186231	  0.000	  0.000
ENSG00000178691	  0.000	  0.000
ENSG00000167332	  0.000	  0.000
ENSG00000254506	  0.000	  0.000
ENSG00000162670	  0.000	  0.000
ENSG00000163909	  0.000	  0.000
ENSG00000185149	  0.000	  0.000
ENSG00000255833	  0.000	  0.000
ENSG00000104427	  0.000	  0.000
ENSG00000219395	  0.000	  0.000
ENSG00000148604	  0.000	  0.000
ENSG00000162669	  0.000	  0.000
ENSG00000173641	  0.000	  0.000
ENSG00000170989	  0.000	  0.000
ENSG00000136518	  0.000	  0.000
ENSG00000100307	  0.000	  0.000
ENSG00000163032	  0.000	  0.000
ENSG00000188785	  0.000	  0.000
ENSG00000273382	  0.000	  0.000
ENSG00000176928	  0.000	  0.000
ENSG00000048392	  0.000	  0.000
ENSG00000282393	  0.000	  0.000
ENSG00000108100	  0.000	  0.000
ENSG00000264577	  0.000	  0.000
ENSG00000272381	  0.000	  0.000
ENSG00000187118	  0.000	  0.000
ENSG00000101558	  0.000	  0.000
ENSG00000117707	  0.000	  0.000
ENSG00000225764	  0.000	  0.000
ENSG00000068489	  0.000	  0.000
ENSG00000162692	  0.000	  0.000
ENSG00000196756	  0.000	  0.000
ENSG00000141622	  0.000	  0.000
ENSG00000088053	  0.000	  0.000
ENSG00000125409	  0.000	  0.000
ENSG00000143365	  0.000	  0.000
ENSG00000177427	  0.000	  0.000
ENSG00000100906	  0.000	  0.000
ENSG00000164904	  0.000	  0.000
ENSG00000105479	  0.000	  0.000
ENSG00000235840	  0.000	  0.000
ENSG00000165028	  0.000	  0.000
ENSG00000170743	  0.000	  0.000
ENSG00000272768	  0.000	  0.000
ENSG00000261056	  0.000	  0.000
ENSG00000213801	  0.000	  0.000
ENSG00000164841	  0.000	  0.000
ENSG00000274736	  0.000	  0.000
ENSG00000171189	  0.000	  0.000
ENSG00000138050	  0.000	  0.000
ENSG00000227619	  0.000	  0.000
ENSG00000196275	  0.000	  0.000
ENSG00000234840	  0.000	  0.000
ENSG00000111731	  0.000	  0.000
ENSG00000213363	  0.000	  0.000
ENSG00000083828	  0.000	  0.000
ENSG00000247903	  0.000	  0.000
ENSG00000196470	  0.000	  0.000
ENSG00000247728	  0.000	  0.000
ENSG00000116748	  0.000	  0.000
ENSG00000115020	  0.000	  0.000
ENSG00000283945	  0.000	  0.000
ENSG00000121350	  0.000	  0.000
ENSG00000188859	  0.000	  0.000
ENSG00000078668	  0.000	  0.000
ENSG00000205559	  0.000	  0.000
ENSG00000015413	  0.000	  0.000
ENSG00000257542	  0.000	  0.000
ENSG00000271181	  0.000	  0.000
ENSG00000280143	  0.000	  0.000
ENSG00000235978	  0.000	  0.000
ENSG00000166948	  0.000	  0.000
ENSG00000198542	  0.000	  0.000
ENSG00000254521	  0.000	  0.000
ENSG00000250961	  0.000	  0.000
ENSG00000130675	  0.000	  0.000
ENSG00000168438	  0.000	  0.000
ENSG00000116670	  0.000	  0.000
ENSG00000021488	  0.000	  0.000
ENSG00000154864	  0.000	  0.000
ENSG00000174721	  0.000	  0.000
ENSG00000215808	  0.000	  0.000
ENSG00000283959	  0.000	  0.000
ENSG00000247121	  0.000	  0.000
ENSG00000274105	  0.000	  0.000
ENSG00000185630	  0.000	  0.000
ENSG00000122390	  0.000	  0.000
ENSG00000182747	  0.000	  0.000
ENSG00000170266	  0.000	  0.000
ENSG00000277954	  0.000	  0.000
ENSG00000273270	  0.000	  0.000
ENSG00000230798	  0.000	  0.000
ENSG00000105792	  0.000	  0.000
ENSG00000164929	  0.000	  0.000
ENSG00000154175	  0.000	  0.000
ENSG00000104221	  0.000	  0.000
ENSG00000250596	  0.000	  0.000
ENSG00000263179	  0.000	  0.000
ENSG00000116668	  0.000	  0.000
ENSG00000164379	  0.000	  0.000
ENSG00000115109	  0.000	  0.000
ENSG00000079313	  0.000	  0.000
ENSG00000169246	  0.000	  0.000
ENSG00000053254	  0.000	  0.000
ENSG00000166260	  0.000	  0.000
ENSG00000206075	  0.000	  0.000
ENSG00000247556	  0.000	  0.000
ENSG00000231527	  0.000	  0.000
ENSG00000261879	  0.000	  0.000
ENSG00000242299	  0.000	  0.000
ENSG00000177614	  0.000	  0.000
ENSG00000253919	  0.000	  0.000
ENSG00000188211	  0.000	  0.000
ENSG00000162641	  0.000	  0.000
ENSG00000214866	  0.000	  0.000
ENSG00000232656	  0.000	  0.000
ENSG00000248079	  0.000	  0.000
ENSG00000282100	  0.000	  0.000
ENSG00000100483	  0.000	  0.000
ENSG00000136099	  0.000	  0.000
ENSG00000107362	  0.000	  0.000
ENSG00000142544	  0.000	  0.000
ENSG00000124215	  0.000	  0.000
ENSG00000267528	  0.000	  0.000
ENSG00000203786	  0.000	  0.000
ENSG00000134326	  0.000	  0.000
ENSG00000219085	  0.000	  0.000
ENSG00000105497	  0.000	  0.000
ENSG00000071242	  0.000	  0.000
ENSG00000156469	  0.000	  0.000
ENSG00000170214	  0.000	  0.000
ENSG00000118420	  0.000	  0.000
ENSG00000182628	  0.000	  0.000
ENSG00000273257	  0.000	  0.000
ENSG00000215454	  0.000	  0.000
ENSG00000167103	  0.000	  0.000
ENSG00000128039	  0.000	  0.000
ENSG00000140396	  0.000	  0.000
ENSG00000261801	  0.000	  0.000
ENSG00000215241	  0.000	  0.000
ENSG00000274825	  0.000	  0.000
ENSG00000277159	  0.000	  0.000
ENSG00000008517	  0.000	  0.000
ENSG00000271040	  0.000	  0.000
ENSG00000279129	  0.000	  0.000
ENSG00000112357	  0.000	  0.000
ENSG00000048707	  0.000	  0.000
ENSG00000254165	  0.000	  0.000
ENSG00000205186	  0.000	  0.000
ENSG00000174948	  0.000	  0.000
ENSG00000057704	  0.000	  0.000
ENSG00000278986	  0.000	  0.000
ENSG00000145681	  0.000	  0.000
ENSG00000160401	  0.000	  0.000
ENSG00000259151	  0.000	  0.000
ENSG00000228863	  0.000	  0.000
ENSG00000221887	  0.000	  0.000
ENSG00000001626	  0.000	  0.000
ENSG00000281974	  0.000	  0.000
ENSG00000136770	  0.000	  0.000
ENSG00000138303	  0.000	  0.000
ENSG00000145362	  0.000	  0.000
ENSG00000283667	  0.000	  0.000
ENSG00000272892	  0.000	  0.000
ENSG00000235917	  0.000	  0.000
ENSG00000130724	  0.000	  0.000
ENSG00000234616	  0.000	  0.000
ENSG00000275325	  0.000	  0.000
ENSG00000083937	  0.000	  0.000
ENSG00000216775	  0.000	  0.000
ENSG00000105483	  0.000	  0.000
ENSG00000278921	  0.000	  0.000
ENSG00000188765	  0.000	  0.000
ENSG00000139117	  0.000	  0.000
ENSG00000079974	  0.000	  0.000
ENSG00000171566	  0.000	  0.000
ENSG00000013016	  0.000	  0.000
ENSG00000229019	  0.000	  0.000
ENSG00000111275	  0.000	  0.000
ENSG00000253167	  0.000	  0.000
ENSG00000274245	  0.000	  0.000
ENSG00000152229	  0.000	  0.000
ENSG00000266053	  0.000	  0.000
ENSG00000164970	  0.000	  0.000
ENSG00000155868	  0.000	  0.000
ENSG00000139194	  0.000	  0.000
ENSG00000138039	  0.000	  0.000
ENSG00000257543	  0.000	  0.000
ENSG00000165973	  0.000	  0.000
ENSG00000272604	  0.000	  0.000
ENSG00000197457	  0.000	  0.000
ENSG00000115841	  0.000	  0.000
ENSG00000180353	  0.000	  0.000
ENSG00000250662	  0.000	  0.000
ENSG00000271392	  0.000	  0.000
ENSG00000196267	  0.000	  0.000
ENSG00000083845	  0.000	  0.000
ENSG00000182180	  0.000	  0.000
ENSG00000143537	  0.000	  0.000
ENSG00000260747	  0.000	  0.000
ENSG00000128266	  0.000	  0.000
ENSG00000274667	  0.000	  0.000
ENSG00000272361	  0.000	  0.000
ENSG00000069943	  0.000	  0.000
ENSG00000110811	  0.000	  0.000
ENSG00000174226	  0.000	  0.000
ENSG00000251095	  0.000	  0.000
ENSG00000197763	  0.000	  0.000
ENSG00000133105	  0.000	  0.000
ENSG00000086102	  0.000	  0.000
ENSG00000164346	  0.000	  0.000
ENSG00000227295	  0.000	  0.000
ENSG00000137449	  0.000	  0.000
ENSG00000234614	  0.000	  0.000
ENSG00000183287	  0.000	  0.000
ENSG00000138378	  0.000	  0.000
ENSG00000101452	  0.000	  0.000
ENSG00000091592	  0.000	  0.000
ENSG00000234420	  0.000	  0.000
ENSG00000279488	  0.000	  0.000
ENSG00000174428	  0.000	  0.000
ENSG00000254877	  0.000	  0.000
ENSG00000205578	  0.000	  0.000
ENSG00000010626	  0.000	  0.000
ENSG00000179241	  0.000	  0.000
ENSG00000162694	  0.000	  0.000
ENSG00000121417	  0.000	  0.000
ENSG00000231312	  0.000	  0.000
ENSG00000158517	  0.000	  0.000
ENSG00000226029	  0.000	  0.000
ENSG00000176399	  0.000	  0.000
ENSG00000008323	  0.000	  0.000
ENSG00000271977	  0.000	  0.000
ENSG00000279852	  0.000	  0.000
ENSG00000236480	  0.000	  0.000
ENSG00000147526	  0.000	  0.000
ENSG00000242741	  0.000	  0.000
ENSG00000270589	  0.000	  0.000
ENSG00000143815	  0.000	  0.000
ENSG00000110318	  0.000	  0.000
ENSG00000112541	  0.000	  0.000
ENSG00000125812	  0.000	  0.000
ENSG00000152939	  0.000	  0.000
ENSG00000259051	  0.000	  0.000
ENSG00000164116	  0.000	  0.000
ENSG00000130684	  0.000	  0.000
ENSG00000143341	  0.000	  0.000
ENSG00000136051	  0.000	  0.000
ENSG00000113163	  0.000	  0.000
ENSG00000107815	  0.000	  0.000
ENSG00000171574	  0.000	  0.000
ENSG00000179058	  0.000	  0.000
ENSG00000251593	  0.000	  0.000
ENSG00000163393	  0.000	  0.000
ENSG00000178343	  0.000	  0.000
ENSG00000264705	  0.000	  0.000
ENSG00000230306	  0.000	  0.000
ENSG00000062716	  0.000	  0.000
ENSG00000125510	  0.000	  0.000
ENSG00000260997	  0.000	  0.000
ENSG00000112658	  0.000	  0.000
ENSG00000280083	  0.000	  0.000
ENSG00000111713	  0.000	  0.000
ENSG00000214293	  0.000	  0.000
ENSG00000004700	  0.000	  0.000
ENSG00000134049	  0.000	  0.000
ENSG00000166266	  0.000	  0.000
ENSG00000170523	  0.000	  0.000
ENSG00000232098	  0.000	  0.000
ENSG00000258643	  0.000	  0.000
ENSG00000275611	  0.000	  0.000
ENSG00000272542	  0.000	  0.000
ENSG00000134516	  0.000	  0.000
ENSG00000105379	  0.000	  0.000
ENSG00000131849	  0.000	  0.000
ENSG00000101104	  0.000	  0.000
ENSG00000181894	  0.000	  0.000
ENSG00000253250	  0.000	  0.000
ENSG00000268472	  0.000	  0.000
ENSG00000228915	  0.000	  0.000
ENSG00000106948	  0.000	  0.000
ENSG00000008256	  0.000	  0.000
ENSG00000281769	  0.000	  0.000
ENSG00000152242	  0.000	  0.000
ENSG00000214988	  0.000	  0.000
ENSG00000086666	  0.000	  0.000
ENSG00000137714	  0.000	  0.000
ENSG00000272512	  0.000	  0.000
ENSG00000241794	  0.000	  0.000
ENSG00000130348	  0.000	  0.000
ENSG00000265136	  0.000	  0.000
ENSG00000111321	  0.000	  0.000
ENSG00000274677	  0.000	  0.000
ENSG00000188263	  0.000	  0.000
ENSG00000214860	  0.000	  0.000
ENSG00000132661	  0.000	  0.000
ENSG00000227496	  0.000	  0.000
ENSG00000269794	  0.000	  0.000
ENSG00000166257	  0.000	  0.000
ENSG00000164715	  0.000	  0.000
ENSG00000164221	  0.000	  0.000
ENSG00000147586	  0.000	  0.000
ENSG00000145850	  0.000	  0.000
ENSG00000131931	  0.000	  0.000
ENSG00000187498	  0.000	  0.000
ENSG00000174371	  0.000	  0.000
ENSG00000121807	  0.000	  0.000
ENSG00000160678	  0.000	  0.000
ENSG00000144119	  0.000	  0.000
ENSG00000196859	  0.000	  0.000
ENSG00000205609	  0.000	  0.000
ENSG00000008311	  0.000	  0.000
ENSG00000105968	  0.000	  0.000
ENSG00000262979	  0.000	  0.000
ENSG00000189334	  0.000	  0.000
ENSG00000228168	  0.000	  0.000
ENSG00000228071	  0.000	  0.000
ENSG00000279513	  0.000	  0.000
ENSG00000197780	  0.000	  0.000
ENSG00000162595	  0.000	  0.000
ENSG00000130414	  0.000	  0.000
ENSG00000163508	  0.000	  0.000
ENSG00000162695	  0.000	  0.000
ENSG00000224167	  0.000	  0.000
ENSG00000135917	  0.000	  0.000
ENSG00000259146	  0.000	  0.000
ENSG00000235111	  0.000	  0.000
ENSG00000128563	  0.000	  0.000
ENSG00000064419	  0.000	  0.000
ENSG00000231193	  0.000	  0.000
ENSG00000264177	  0.000	  0.000
ENSG00000117569	  0.000	  0.000
ENSG00000279344	  0.000	  0.000
ENSG00000272372	  0.000	  0.000
ENSG00000146556	  0.000	  0.000
ENSG00000185522	  0.000	  0.000
ENSG00000085491	  0.000	  0.000
ENSG00000184293	  0.000	  0.000
ENSG00000233452	  0.000	  0.000
ENSG00000135477	  0.000	  0.000
ENSG00000116830	  0.000	  0.000
ENSG00000277342	  0.000	  0.000
ENSG00000136108	  0.000	  0.000
ENSG00000141469	  0.000	  0.000
ENSG00000167608	  0.000	  0.000
ENSG00000119801	  0.000	  0.000
ENSG00000233221	  0.000	  0.000
ENSG00000225032	  0.000	  0.000
ENSG00000265962	  0.000	  0.000
ENSG00000233966	  0.000	  0.000
ENSG00000077238	  0.000	  0.000
ENSG00000149124	  0.000	  0.000
ENSG00000176273	  0.000	  0.000
